PERSON ID;OTHER PERSON ID;SUBJECT_IN_FRAME_ID;SEQUENCE;MODE;AVG;MAX;MIN
041;050;041;01;looking_around_with_occlusion;0.922548;1.000000;0.220278
041;050;041;02;frontal_gaze;0.992469;1.000000;0.762724
041;050;041;02;looking_around;0.990887;1.000000;0.847274
041;050;041;02;looking_around_with_occlusion;0.978133;1.000000;0.555259
041;050;050;01;frontal_gaze;0.994885;1.000000;0.970016
041;050;050;01;looking_around;0.997609;1.000000;0.954020
041;050;050;01;looking_around_with_occlusion;0.995121;1.000000;0.946923
041;050;050;02;frontal_gaze;0.995287;1.000000;0.941962
041;050;050;02;looking_around;0.995761;1.000000;0.899342
041;050;050;02;looking_around_with_occlusion;0.992336;1.000000;0.884421
041;051;041;01;frontal_gaze;0.983772;1.000000;0.830548
041;051;041;01;looking_around;0.994747;1.000000;0.910364
041;051;041;01;looking_around_with_occlusion;0.991857;1.000000;0.898935
041;051;041;02;frontal_gaze;0.997354;1.000000;0.938591
041;051;041;02;looking_around;0.998771;1.000000;0.985268
041;051;041;02;looking_around_with_occlusion;0.997098;1.000000;0.886575
041;051;051;01;frontal_gaze;0.987790;1.000000;0.900994
041;051;051;01;looking_around;0.998904;1.000000;0.975231
041;051;051;01;looking_around_with_occlusion;0.999560;1.000000;0.993199
041;051;051;02;frontal_gaze;0.992750;0.999999;0.930976
041;051;051;02;looking_around;0.999684;1.000000;0.986793
041;051;051;02;looking_around_with_occlusion;0.998675;1.000000;0.964199
041;065;041;01;frontal_gaze;0.593607;0.995307;0.024897
041;065;041;01;looking_around;0.762243;0.999999;0.069136
041;065;041;01;looking_around_with_occlusion;0.775689;1.000000;0.029856
041;065;041;02;frontal_gaze;0.766784;0.997053;0.087903
041;065;041;02;looking_around;0.819159;1.000000;0.132365
041;065;041;02;looking_around_with_occlusion;0.764233;1.000000;0.014715
041;065;065;01;frontal_gaze;0.976803;1.000000;0.818992
041;065;065;01;looking_around;0.985549;1.000000;0.475195
041;065;065;01;looking_around_with_occlusion;0.965817;1.000000;0.273425
041;065;065;02;frontal_gaze;0.877614;1.000000;0.319657
041;065;065;02;looking_around;0.975529;1.000000;0.536514
041;065;065;02;looking_around_with_occlusion;0.977887;1.000000;0.500000
042;003;003;01;frontal_gaze;0.936709;1.000000;0.574353
042;003;003;01;looking_around;0.978027;1.000000;0.796596
